"inputRegion","cpg","UCSC_RefGene_Group","UCSC_RefGene_Accession","UCSC_RefGene_Name","Relation_to_Island","estimate","se","pVal.fixed","pVal.random","pValQ","direction","pVal.final","fdr","crossHyb_bi","smoke_bi","GASPARONI_nCoMethRegion","GASPARONI_coMethRegion","GASPARONI_nCpGs","Gasparoni_estimate","Gasparoni_se","Gasparoni_pVal","Gasparoni_fdr","GASPARONI_crossHyb","GASPARONI_crossHyb_bi","GASPARONI_smoke","GASPARONI_smoke_bi","MtSinai_nCoMethRegion","MtSinai_coMethRegion","MtSinai_nCpGs","MtSinai_estimate","MtSinai_se","MtSinai_pVal","MtSinai_fdr","MtSinai_crossHyb","MtSinai_crossHyb_bi","MtSinai_smoke","MtSinai_smoke_bi","London_nCoMethRegion","London_coMethRegion","London_nCpGs","London_estimate","London_se","London_pVal","London_fdr","London_crossHyb","London_crossHyb_bi","London_smoke","London_smoke_bi","ROSMAP_nCoMethRegion","ROSMAP_coMethRegion","ROSMAP_nCpGs","ROSMAP_estimate","ROSMAP_se","ROSMAP_pVal","ROSMAP_fdr","ROSMAP_crossHyb","ROSMAP_crossHyb_bi","ROSMAP_smoke","ROSMAP_smoke_bi","combp_chrom","combp_start","combp_end","combp_min_p","combp_n_probes","combp_z_p","combp_z_sidak_p"
"chr1:2004968-2005564","cg03001333","1stExon;5'UTR;Body;TSS200","NM_001033581;NM_002744","PRKCZ","Island;N_Shore",0.0186055626017236,0.00477319603063433,9.70202457079132e-05,9.70202457079132e-05,0.565366846475334,"++++",9.70202457079132e-05,0.0138517190800698,FALSE,FALSE,1,"chr1:2004968-2005564",8,0.0159345623883823,0.0138663807825885,0.256433964658784,0.996466091838487,NA,0,NA,0,1,"chr1:2004968-2005564",8,0.0315972065204634,0.011525731022343,0.00702183902163391,0.364763960671115,NA,0,NA,0,1,"chr1:2004968-2005564",8,0.0199297331162868,0.00802024210715351,0.0147856087299752,0.481742881198429,NA,0,NA,0,1,"chr1:2004968-2005564",8,0.0119145867441866,0.00800209481420449,0.136984730706341,0.967508812940633,NA,0,NA,0,"chr1",2005132,2005321,6.459e-12,4,5.331e-19,1.271e-15
"chr1:2004968-2005564","cg16653138","1stExon;5'UTR;Body;TSS200","NM_001033581;NM_002744","PRKCZ","Island;N_Shore",0.0186055626017236,0.00477319603063433,9.70202457079132e-05,9.70202457079132e-05,0.565366846475334,"++++",9.70202457079132e-05,0.0138517190800698,FALSE,FALSE,1,"chr1:2004968-2005564",8,0.0159345623883823,0.0138663807825885,0.256433964658784,0.996466091838487,NA,0,NA,0,1,"chr1:2004968-2005564",8,0.0315972065204634,0.011525731022343,0.00702183902163391,0.364763960671115,NA,0,NA,0,1,"chr1:2004968-2005564",8,0.0199297331162868,0.00802024210715351,0.0147856087299752,0.481742881198429,NA,0,NA,0,1,"chr1:2004968-2005564",8,0.0119145867441866,0.00800209481420449,0.136984730706341,0.967508812940633,NA,0,NA,0,"chr1",2005132,2005321,6.459e-12,4,5.331e-19,1.271e-15
"chr1:2004968-2005564","cg13387826","1stExon;5'UTR;Body;TSS200","NM_001033581;NM_002744","PRKCZ","Island;N_Shore",0.0186055626017236,0.00477319603063433,9.70202457079132e-05,9.70202457079132e-05,0.565366846475334,"++++",9.70202457079132e-05,0.0138517190800698,FALSE,FALSE,1,"chr1:2004968-2005564",8,0.0159345623883823,0.0138663807825885,0.256433964658784,0.996466091838487,NA,0,NA,0,1,"chr1:2004968-2005564",8,0.0315972065204634,0.011525731022343,0.00702183902163391,0.364763960671115,NA,0,NA,0,1,"chr1:2004968-2005564",8,0.0199297331162868,0.00802024210715351,0.0147856087299752,0.481742881198429,NA,0,NA,0,1,"chr1:2004968-2005564",8,0.0119145867441866,0.00800209481420449,0.136984730706341,0.967508812940633,NA,0,NA,0,"chr1",2005132,2005321,6.459e-12,4,5.331e-19,1.271e-15
"chr1:2004968-2005564","cg19803229","1stExon;5'UTR;Body;TSS200","NM_001033581;NM_002744","PRKCZ","Island;N_Shore",0.0186055626017236,0.00477319603063433,9.70202457079132e-05,9.70202457079132e-05,0.565366846475334,"++++",9.70202457079132e-05,0.0138517190800698,FALSE,FALSE,1,"chr1:2004968-2005564",8,0.0159345623883823,0.0138663807825885,0.256433964658784,0.996466091838487,NA,0,NA,0,1,"chr1:2004968-2005564",8,0.0315972065204634,0.011525731022343,0.00702183902163391,0.364763960671115,NA,0,NA,0,1,"chr1:2004968-2005564",8,0.0199297331162868,0.00802024210715351,0.0147856087299752,0.481742881198429,NA,0,NA,0,1,"chr1:2004968-2005564",8,0.0119145867441866,0.00800209481420449,0.136984730706341,0.967508812940633,NA,0,NA,0,"chr1",2005132,2005321,6.459e-12,4,5.331e-19,1.271e-15
"chr1:2004968-2005564","cg13591369","1stExon;5'UTR;Body;TSS200","NM_001033581;NM_002744","PRKCZ","Island;N_Shore",0.0186055626017236,0.00477319603063433,9.70202457079132e-05,9.70202457079132e-05,0.565366846475334,"++++",9.70202457079132e-05,0.0138517190800698,FALSE,FALSE,1,"chr1:2004968-2005564",8,0.0159345623883823,0.0138663807825885,0.256433964658784,0.996466091838487,NA,0,NA,0,1,"chr1:2004968-2005564",8,0.0315972065204634,0.011525731022343,0.00702183902163391,0.364763960671115,NA,0,NA,0,1,"chr1:2004968-2005564",8,0.0199297331162868,0.00802024210715351,0.0147856087299752,0.481742881198429,NA,0,NA,0,1,"chr1:2004968-2005564",8,0.0119145867441866,0.00800209481420449,0.136984730706341,0.967508812940633,NA,0,NA,0,"chr1",2005132,2005321,6.459e-12,4,5.331e-19,1.271e-15
"chr1:202091865-202092005","cg02848961","TSS200","NM_004767","GPR37L1","OpenSea",0.0147804648156194,0.00350452999843205,2.46991589017998e-05,2.46991589017998e-05,0.781324229206163,"++++",2.46991589017998e-05,0.00478160238642768,FALSE,FALSE,1,"chr1:202091865-202092005",7,0.0251987636712648,0.0152531779866488,0.105338654945621,0.996466091838487,NA,0,NA,0,1,"chr1:202091865-202091944",5,0.0150930769773296,0.00729476856154675,0.0406211422568812,0.569975050364469,NA,0,NA,0,1,"chr1:202091865-202092005",7,0.00913986263958949,0.00755606780320817,0.229563281549924,0.827582677201632,NA,0,NA,0,1,"chr1:202091865-202092005",7,0.0159599108369869,0.00494973540259561,0.00132491128968951,0.377350701482974,NA,0,NA,0,"chr1",202091865,202092006,7.553e-12,7,1.159e-13,3.705e-10
"chr1:202091865-202092005","cg13300939","TSS200","NM_004767","GPR37L1","OpenSea",0.0147804648156194,0.00350452999843205,2.46991589017998e-05,2.46991589017998e-05,0.781324229206163,"++++",2.46991589017998e-05,0.00478160238642768,FALSE,FALSE,1,"chr1:202091865-202092005",7,0.0251987636712648,0.0152531779866488,0.105338654945621,0.996466091838487,NA,0,NA,0,1,"chr1:202091865-202091944",5,0.0150930769773296,0.00729476856154675,0.0406211422568812,0.569975050364469,NA,0,NA,0,1,"chr1:202091865-202092005",7,0.00913986263958949,0.00755606780320817,0.229563281549924,0.827582677201632,NA,0,NA,0,1,"chr1:202091865-202092005",7,0.0159599108369869,0.00494973540259561,0.00132491128968951,0.377350701482974,NA,0,NA,0,"chr1",202091865,202092006,7.553e-12,7,1.159e-13,3.705e-10
"chr1:202091865-202092005","cg17219660","TSS200","NM_004767","GPR37L1","OpenSea",0.0147804648156194,0.00350452999843205,2.46991589017998e-05,2.46991589017998e-05,0.781324229206163,"++++",2.46991589017998e-05,0.00478160238642768,FALSE,FALSE,1,"chr1:202091865-202092005",7,0.0251987636712648,0.0152531779866488,0.105338654945621,0.996466091838487,NA,0,NA,0,1,"chr1:202091865-202091944",5,0.0150930769773296,0.00729476856154675,0.0406211422568812,0.569975050364469,NA,0,NA,0,1,"chr1:202091865-202092005",7,0.00913986263958949,0.00755606780320817,0.229563281549924,0.827582677201632,NA,0,NA,0,1,"chr1:202091865-202092005",7,0.0159599108369869,0.00494973540259561,0.00132491128968951,0.377350701482974,NA,0,NA,0,"chr1",202091865,202092006,7.553e-12,7,1.159e-13,3.705e-10
"chr1:202091865-202092005","cg02124912","TSS200","NM_004767","GPR37L1","OpenSea",0.0147804648156194,0.00350452999843205,2.46991589017998e-05,2.46991589017998e-05,0.781324229206163,"++++",2.46991589017998e-05,0.00478160238642768,FALSE,FALSE,1,"chr1:202091865-202092005",7,0.0251987636712648,0.0152531779866488,0.105338654945621,0.996466091838487,NA,0,NA,0,1,"chr1:202091865-202091944",5,0.0150930769773296,0.00729476856154675,0.0406211422568812,0.569975050364469,NA,0,NA,0,1,"chr1:202091865-202092005",7,0.00913986263958949,0.00755606780320817,0.229563281549924,0.827582677201632,NA,0,NA,0,1,"chr1:202091865-202092005",7,0.0159599108369869,0.00494973540259561,0.00132491128968951,0.377350701482974,NA,0,NA,0,"chr1",202091865,202092006,7.553e-12,7,1.159e-13,3.705e-10
"chr1:202091865-202092005","cg08129759","TSS200","NM_004767","GPR37L1","OpenSea",0.0147804648156194,0.00350452999843205,2.46991589017998e-05,2.46991589017998e-05,0.781324229206163,"++++",2.46991589017998e-05,0.00478160238642768,FALSE,FALSE,1,"chr1:202091865-202092005",7,0.0251987636712648,0.0152531779866488,0.105338654945621,0.996466091838487,NA,0,NA,0,1,"chr1:202091865-202091944",5,0.0150930769773296,0.00729476856154675,0.0406211422568812,0.569975050364469,NA,0,NA,0,1,"chr1:202091865-202092005",7,0.00913986263958949,0.00755606780320817,0.229563281549924,0.827582677201632,NA,0,NA,0,1,"chr1:202091865-202092005",7,0.0159599108369869,0.00494973540259561,0.00132491128968951,0.377350701482974,NA,0,NA,0,"chr1",202091865,202092006,7.553e-12,7,1.159e-13,3.705e-10
"chr1:202091865-202092005","cg15096829","TSS200","NM_004767","GPR37L1","OpenSea",0.0147804648156194,0.00350452999843205,2.46991589017998e-05,2.46991589017998e-05,0.781324229206163,"++++",2.46991589017998e-05,0.00478160238642768,FALSE,FALSE,1,"chr1:202091865-202092005",7,0.0251987636712648,0.0152531779866488,0.105338654945621,0.996466091838487,NA,0,NA,0,1,"chr1:202091865-202091944",5,0.0150930769773296,0.00729476856154675,0.0406211422568812,0.569975050364469,NA,0,NA,0,1,"chr1:202091865-202092005",7,0.00913986263958949,0.00755606780320817,0.229563281549924,0.827582677201632,NA,0,NA,0,1,"chr1:202091865-202092005",7,0.0159599108369869,0.00494973540259561,0.00132491128968951,0.377350701482974,NA,0,NA,0,"chr1",202091865,202092006,7.553e-12,7,1.159e-13,3.705e-10
"chr1:202091865-202092005","cg27313021","TSS200","NM_004767","GPR37L1","OpenSea",0.0147804648156194,0.00350452999843205,2.46991589017998e-05,2.46991589017998e-05,0.781324229206163,"++++",2.46991589017998e-05,0.00478160238642768,FALSE,FALSE,1,"chr1:202091865-202092005",7,0.0251987636712648,0.0152531779866488,0.105338654945621,0.996466091838487,NA,0,NA,0,1,"chr1:202091865-202091944",5,0.0150930769773296,0.00729476856154675,0.0406211422568812,0.569975050364469,NA,0,NA,0,1,"chr1:202091865-202092005",7,0.00913986263958949,0.00755606780320817,0.229563281549924,0.827582677201632,NA,0,NA,0,1,"chr1:202091865-202092005",7,0.0159599108369869,0.00494973540259561,0.00132491128968951,0.377350701482974,NA,0,NA,0,"chr1",202091865,202092006,7.553e-12,7,1.159e-13,3.705e-10
"chr1:38022359-38022718","cg20772512","1stExon;5'UTR;Body;TSS200","NM_003462","DNALI1","Island;N_Shore",0.0291231628081213,0.00638794265128987,5.13773854969173e-06,5.13773854969173e-06,0.598703127659329,"++++",5.13773854969173e-06,0.00146704454473198,FALSE,FALSE,1,"chr1:38022586-38022718",4,0.025146921989873,0.0233990390090359,0.288114546310331,0.996466091838487,NA,0,NA,0,1,"chr1:38022522-38022657",4,0.0421983122585261,0.0149495207621383,0.00554873258165944,0.339268193200984,NA,0,NA,0,1,"chr1:38022586-38022718",4,0.0337100086907045,0.0106482470495721,0.00210450590493596,0.252239167447728,NA,0,NA,0,1,"chr1:38022586-38022657",3,0.0193535651456406,0.0103219712181491,0.0612378408995878,0.900609456754267,NA,0,NA,0,"chr1",38022586,38022719,6.201e-14,4,1.755e-16,7.524e-13
"chr1:38022359-38022718","cg12696750","1stExon;5'UTR;Body;TSS200","NM_003462","DNALI1","Island;N_Shore",0.0291231628081213,0.00638794265128987,5.13773854969173e-06,5.13773854969173e-06,0.598703127659329,"++++",5.13773854969173e-06,0.00146704454473198,FALSE,FALSE,1,"chr1:38022586-38022718",4,0.025146921989873,0.0233990390090359,0.288114546310331,0.996466091838487,NA,0,NA,0,1,"chr1:38022522-38022657",4,0.0421983122585261,0.0149495207621383,0.00554873258165944,0.339268193200984,NA,0,NA,0,1,"chr1:38022586-38022718",4,0.0337100086907045,0.0106482470495721,0.00210450590493596,0.252239167447728,NA,0,NA,0,1,"chr1:38022586-38022657",3,0.0193535651456406,0.0103219712181491,0.0612378408995878,0.900609456754267,NA,0,NA,0,"chr1",38022586,38022719,6.201e-14,4,1.755e-16,7.524e-13
"chr1:38022359-38022718","cg21488617","1stExon;5'UTR;Body;TSS200","NM_003462","DNALI1","Island;N_Shore",0.0291231628081213,0.00638794265128987,5.13773854969173e-06,5.13773854969173e-06,0.598703127659329,"++++",5.13773854969173e-06,0.00146704454473198,FALSE,FALSE,1,"chr1:38022586-38022718",4,0.025146921989873,0.0233990390090359,0.288114546310331,0.996466091838487,NA,0,NA,0,1,"chr1:38022522-38022657",4,0.0421983122585261,0.0149495207621383,0.00554873258165944,0.339268193200984,NA,0,NA,0,1,"chr1:38022586-38022718",4,0.0337100086907045,0.0106482470495721,0.00210450590493596,0.252239167447728,NA,0,NA,0,1,"chr1:38022586-38022657",3,0.0193535651456406,0.0103219712181491,0.0612378408995878,0.900609456754267,NA,0,NA,0,"chr1",38022586,38022719,6.201e-14,4,1.755e-16,7.524e-13
"chr1:38022359-38022718","cg14830003","1stExon;5'UTR;Body;TSS200","NM_003462","DNALI1","Island;N_Shore",0.0291231628081213,0.00638794265128987,5.13773854969173e-06,5.13773854969173e-06,0.598703127659329,"++++",5.13773854969173e-06,0.00146704454473198,FALSE,FALSE,1,"chr1:38022586-38022718",4,0.025146921989873,0.0233990390090359,0.288114546310331,0.996466091838487,NA,0,NA,0,1,"chr1:38022522-38022657",4,0.0421983122585261,0.0149495207621383,0.00554873258165944,0.339268193200984,NA,0,NA,0,1,"chr1:38022586-38022718",4,0.0337100086907045,0.0106482470495721,0.00210450590493596,0.252239167447728,NA,0,NA,0,1,"chr1:38022586-38022657",3,0.0193535651456406,0.0103219712181491,0.0612378408995878,0.900609456754267,NA,0,NA,0,"chr1",38022586,38022719,6.201e-14,4,1.755e-16,7.524e-13
"chr1:38022359-38022718","cg02930200","1stExon;5'UTR;Body;TSS200","NM_003462","DNALI1","Island;N_Shore",0.0291231628081213,0.00638794265128987,5.13773854969173e-06,5.13773854969173e-06,0.598703127659329,"++++",5.13773854969173e-06,0.00146704454473198,FALSE,FALSE,1,"chr1:38022586-38022718",4,0.025146921989873,0.0233990390090359,0.288114546310331,0.996466091838487,NA,0,NA,0,1,"chr1:38022522-38022657",4,0.0421983122585261,0.0149495207621383,0.00554873258165944,0.339268193200984,NA,0,NA,0,1,"chr1:38022586-38022718",4,0.0337100086907045,0.0106482470495721,0.00210450590493596,0.252239167447728,NA,0,NA,0,1,"chr1:38022586-38022657",3,0.0193535651456406,0.0103219712181491,0.0612378408995878,0.900609456754267,NA,0,NA,0,"chr1",38022586,38022719,6.201e-14,4,1.755e-16,7.524e-13
"chr1:38022359-38022718","cg11397548","1stExon;5'UTR;Body;TSS200","NM_003462","DNALI1","Island;N_Shore",0.0291231628081213,0.00638794265128987,5.13773854969173e-06,5.13773854969173e-06,0.598703127659329,"++++",5.13773854969173e-06,0.00146704454473198,FALSE,FALSE,1,"chr1:38022586-38022718",4,0.025146921989873,0.0233990390090359,0.288114546310331,0.996466091838487,NA,0,NA,0,1,"chr1:38022522-38022657",4,0.0421983122585261,0.0149495207621383,0.00554873258165944,0.339268193200984,NA,0,NA,0,1,"chr1:38022586-38022718",4,0.0337100086907045,0.0106482470495721,0.00210450590493596,0.252239167447728,NA,0,NA,0,1,"chr1:38022586-38022657",3,0.0193535651456406,0.0103219712181491,0.0612378408995878,0.900609456754267,NA,0,NA,0,"chr1",38022586,38022719,6.201e-14,4,1.755e-16,7.524e-13
"chr1:38022359-38022718","cg21171625","1stExon;5'UTR;Body;TSS200","NM_003462","DNALI1","Island;N_Shore",0.0291231628081213,0.00638794265128987,5.13773854969173e-06,5.13773854969173e-06,0.598703127659329,"++++",5.13773854969173e-06,0.00146704454473198,FALSE,FALSE,1,"chr1:38022586-38022718",4,0.025146921989873,0.0233990390090359,0.288114546310331,0.996466091838487,NA,0,NA,0,1,"chr1:38022522-38022657",4,0.0421983122585261,0.0149495207621383,0.00554873258165944,0.339268193200984,NA,0,NA,0,1,"chr1:38022586-38022718",4,0.0337100086907045,0.0106482470495721,0.00210450590493596,0.252239167447728,NA,0,NA,0,1,"chr1:38022586-38022657",3,0.0193535651456406,0.0103219712181491,0.0612378408995878,0.900609456754267,NA,0,NA,0,"chr1",38022586,38022719,6.201e-14,4,1.755e-16,7.524e-13
"chr1:38022359-38022718","cg16109423","1stExon;5'UTR;Body;TSS200","NM_003462","DNALI1","Island;N_Shore",0.0291231628081213,0.00638794265128987,5.13773854969173e-06,5.13773854969173e-06,0.598703127659329,"++++",5.13773854969173e-06,0.00146704454473198,FALSE,FALSE,1,"chr1:38022586-38022718",4,0.025146921989873,0.0233990390090359,0.288114546310331,0.996466091838487,NA,0,NA,0,1,"chr1:38022522-38022657",4,0.0421983122585261,0.0149495207621383,0.00554873258165944,0.339268193200984,NA,0,NA,0,1,"chr1:38022586-38022718",4,0.0337100086907045,0.0106482470495721,0.00210450590493596,0.252239167447728,NA,0,NA,0,1,"chr1:38022586-38022657",3,0.0193535651456406,0.0103219712181491,0.0612378408995878,0.900609456754267,NA,0,NA,0,"chr1",38022586,38022719,6.201e-14,4,1.755e-16,7.524e-13
