ensembl_gene_id,pValMin,nSNPs,pValMinScore,scoreSplineResid
ENSG00000008130,0.06869,18,1.1631064836235663,2.1060484679194493
ENSG00000008196,0.05534,47,1.256960845195067,0.22305064470406238
ENSG00000008197,0.02813,30,1.5508302678347992,1.2116980565034043
ENSG00000008226,0.03451,24,1.462055040708513,1.6646117525023973
ENSG00000008256,0.02972,54,1.5269511949114623,0.28346287268505876
ENSG00000008277,0.0314,20,1.5030703519267852,2.2463464916189735
ENSG00000008282,0.01131,52,1.9465373950745446,0.6046034684092786
ENSG00000008283,5.78e-5,17,4.2380721615794705,5.519663689286924
ENSG00000008294,0.0319,21,1.496209316942819,2.086502903567677
ENSG00000008300,0.003522,16,2.4532106483687417,4.188373978648775
ENSG00000008311,0.04001,31,1.3978314486210028,0.997790587885893
ENSG00000008323,0.007327,30,2.1350738084609944,1.7016804855504901
ENSG00000008324,0.01471,35,1.8323873272724698,1.1316592786540314
ENSG00000008382,0.06905,38,1.16083631708535,0.4133172451667736
ENSG00000008394,0.03285,11,1.4834646261042004,4.388336729544605
ENSG00000008405,0.0237,67,1.6252516539898962,0.15657988824364996
ENSG00000008438,0.03062,38,1.5139948136377577,0.7316601754500287
ENSG00000008441,0.0206,31,1.6861327796308465,1.261550636478543
ENSG00000008513,0.00246,45,2.6090648928966207,1.1883992550639608
ENSG00000008516,0.05858,43,1.2322506326544203,0.30976381649320656
ENSG00000008517,0.06162,53,1.2102783060190783,0.056384268696405705
ENSG00000008710,0.1006,32,0.9974020192800914,0.5119414441029322
ENSG00000008735,0.04424,52,1.3541848817033582,0.19247330303941093
ENSG00000008838,0.001487,62,2.827689031478046,0.8786042442027647
ENSG00000008853,0.04088,29,1.3884891128733436,1.128120662911619
ENSG00000008869,0.005692,35,2.2447351085877534,1.428930559085579
ENSG00000008952,0.09048,27,1.043447408082601,0.8918512757722434
ENSG00000008988,0.01376,138,1.8613815661005075,-0.09637656715661717
ENSG00000009307,0.02208,22,1.6560009309428387,2.1268974434459045
ENSG00000009335,0.01405,54,1.8523236757589012,0.5026594807697985
ENSG00000009413,0.01524,38,1.8170150329964183,0.9690157444429256
ENSG00000009709,0.05025,38,1.2988639339074735,0.5442542297521046
ENSG00000009724,0.01469,25,1.8329782042097436,1.9295964375687995
ENSG00000009765,0.039,54,1.408935392973501,0.19646971987330136
ENSG00000009780,0.08497,30,1.0707343817469344,0.7145833367061082
ENSG00000009790,0.04655,34,1.3320803146826385,0.7594135978093945
ENSG00000009830,0.01445,43,1.8401321529074333,0.7864735982029452
ENSG00000009844,0.2636,29,0.5790545940780277,0.07678541086674107
ENSG00000009950,0.07533,47,1.1230320325674152,0.10417098473897575
ENSG00000009954,0.05546,25,1.2560201347581572,1.3250369121860202
ENSG00000010017,0.1155,26,0.9374180157718369,0.8310917353725403
ENSG00000010030,0.062,37,1.207608310501746,0.4993600480891697
ENSG00000010072,0.02805,45,1.5520671344078198,0.5140039293808286
ENSG00000010165,0.0104,64,1.9829666607012197,0.4131744064382879
ENSG00000010219,0.01775,31,1.750801642608887,1.316826714105047
ENSG00000010244,0.03419,21,1.4661008992034055,2.050305329012042
ENSG00000010256,0.02035,16,1.6914355864387611,3.2650020543817053
ENSG00000010270,0.008852,46,2.0529585947447795,0.8293509385253904
ENSG00000010278,0.2378,25,0.6237881497173272,0.41348822773746774
ENSG00000010282,0.06401,23,1.1937521728042095,1.4571897007227594
ENSG00000010292,0.01013,59,1.9943905546397196,0.49671424837972533
ENSG00000010295,0.0136,32,1.8664610916297826,1.3423404728193655
ENSG00000010310,2.115e-5,49,4.674689628288939,1.9643042196428642
ENSG00000010318,0.03892,14,1.4098271684036856,3.3371546554419753
ENSG00000010319,0.02821,14,1.5495969138446337,3.560850753231034
ENSG00000010322,0.02992,28,1.5240384108075762,1.3419422807483672
ENSG00000010327,0.02981,32,1.5256380239673693,1.0534530622668052
ENSG00000010361,0.02642,47,1.5780671867214917,0.4777621334230545
ENSG00000010379,0.02308,50,1.6367641955163061,0.44555055326609
ENSG00000010438,0.1752,53,0.7564658981679381,-0.38737852990737337
ENSG00000010539,0.02093,36,1.6792307716613135,0.9589559239039727
ENSG00000010610,0.002166,31,2.6643415477106984,1.9927191641121942
ENSG00000010626,0.007997,28,2.097072903982737,1.8486012769319313
ENSG00000010704,0.01202,61,1.9200955323332793,0.4204099298084937
ENSG00000010803,0.0853,29,1.069050968832477,0.7780337906982973
ENSG00000010810,0.003333,33,2.47716468633947,1.7149609650158184
ENSG00000010818,0.03532,44,1.4519793050944692,0.4656831946642237
ENSG00000010932,0.1128,38,0.9476909003526766,0.18964344370986375
ENSG00000011007,0.02083,29,1.681310730052254,1.4074725163287722
ENSG00000011009,0.004882,6,2.3114022249188304,9.38966230000251
ENSG00000011021,0.002876,64,2.541211118289155,0.7094902134976212
ENSG00000011028,0.008192,15,2.0866100563682446,4.03593503335775
ENSG00000011052,0.02272,132,1.6435916729610187,-0.19921896826452562
ENSG00000011083,0.01422,55,1.8471004036062526,0.47951777490386394
ENSG00000011105,0.08545,46,1.0682879329432444,0.0766536339913398
ENSG00000011114,0.06554,40,1.183493562953643,0.3616342409148903
ENSG00000011132,0.002957,39,2.5291486754738823,1.3930599856161892
ENSG00000011143,0.04247,23,1.3719177390093205,1.676644807325335
ENSG00000011198,0.0527,25,1.2781893847874535,1.3510673011706855
ENSG00000011243,0.07053,12,1.1516261161553982,3.41219592819915
ENSG00000011258,0.02272,51,1.6435916729610187,0.42760139596122276
ENSG00000011260,0.00405,40,2.3925449767853313,1.263610139903811
ENSG00000011275,0.01545,60,1.8110715162391466,0.36959981279798176
ENSG00000011295,0.03622,28,1.4410515540219604,1.2594598734020068
ENSG00000011304,0.00722,92,2.141462802430361,0.2338359136360027
ENSG00000011332,0.005202,19,2.283829652140146,3.291892231849093
ENSG00000011347,0.07647,30,1.11650890981107,0.7673627365324269
ENSG00000011376,0.04263,42,1.3702846673528677,0.46131550350738826
ENSG00000011405,0.04373,28,1.359220522655143,1.1752274978842843
ENSG00000011422,0.002296,30,2.6390281162740643,2.0627112215022456
ENSG00000011426,0.07164,38,1.1448444228230061,0.39751068201161255
ENSG00000011451,0.003139,14,2.5032086842999575,4.851622657806396
ENSG00000011454,0.2258,25,0.646276062411051,0.4542001912287778
ENSG00000011465,0.09859,24,1.0061671333860138,1.102817604751224
ENSG00000011478,9.539e-6,36,5.020497151212599,2.79832980018193
ENSG00000011485,0.005717,43,2.2428318077857274,1.0489145949726293
ENSG00000011523,0.03035,47,1.5178413045887236,0.43273536691765685
ENSG00000011566,0.004294,31,2.36713795989977,1.7906825144597147
ENSG00000011590,0.02282,30,1.6416843599178041,1.2945151387280147
ENSG00000011600,0.005647,39,2.2481822122631208,1.2193484666993408
ENSG00000011638,0.1282,35,0.8921119748172014,0.24254198455730644
ENSG00000012048,7.973e-4,30,3.098378235906643,2.357736540501656
ENSG00000012061,1.973e-5,45,4.704872914747809,2.137580844662516
ENSG00000012124,0.007219,50,2.1415229581866595,0.7711977868639628
ENSG00000012171,0.02632,38,1.5797141150580822,0.7855103144609199
ENSG00000012223,0.122,47,0.9136401693252518,-0.10218691170403828
ENSG00000012232,0.002194,34,2.6587633767613075,1.7617793903736094
ENSG00000012504,0.006711,22,2.173212761183708,2.6462103323186836
ENSG00000012660,0.07833,43,1.106071873457393,0.19252056920699834
ENSG00000012779,0.0201,44,1.6968039425795112,0.6517363536512008
ENSG00000012822,0.1536,41,0.8136087843045069,-0.06326817869449645
ENSG00000012963,0.03988,19,1.3992448503603818,2.276109061478218
ENSG00000012983,0.01649,25,1.7827793443554811,1.881996014847761
ENSG00000013016,0.01619,50,1.7907531512466264,0.5509723900496271
ENSG00000013275,0.0306,52,1.51427857351842,0.31382215857141815
ENSG00000013288,0.03049,68,1.5158425756346192,0.07279189231121623
ENSG00000013293,0.01494,44,1.82564940252062,0.7428336150072513
ENSG00000013297,0.01679,46,1.7749493038619513,0.6460995417763193
ENSG00000013306,0.03515,26,1.4540746706441572,1.4493671544825697
ENSG00000013364,0.1547,19,0.8105096863006325,1.362467463574211
ENSG00000013374,0.00914,42,2.0390538042661683,0.9570874390587061
ENSG00000013375,0.001985,19,2.702239488900866,3.693075519676052
ENSG00000013392,0.00742,30,2.129596094720973,1.6974908794625572
ENSG00000013441,0.01914,35,1.7180580665591751,1.0420656096772933
ENSG00000013503,0.01848,47,1.733298033115912,0.5889502605638225
ENSG00000013523,0.01726,46,1.7629592086208092,0.6377998025074848
ENSG00000013561,0.005174,47,2.2861735756194754,0.940174272093481
ENSG00000013573,0.04253,73,1.3713046172859766,-0.07766687895831656
ENSG00000013583,0.1267,41,0.8972233851165586,0.03407523472302593
ENSG00000013588,0.1363,35,0.8655041441653264,0.20993747286493744
ENSG00000013725,0.0114,30,1.9430951486635273,1.5507985453477426
ENSG00000013810,0.07278,54,1.1379879487497835,-0.023240719762844708
ENSG00000014123,8.904e-4,34,3.050414848673348,1.995778172087765
ENSG00000014138,0.02327,23,1.6332036167132702,1.9695359574892157
ENSG00000014164,0.01559,82,1.8071538848111584,0.12455056792822823
ENSG00000014216,0.03106,54,1.5077985486074603,0.2696510481419317
ENSG00000014257,0.06127,52,1.212752119668046,0.0771643233909184
ENSG00000014641,0.0405,20,1.3925449767853315,2.106950522611457
ENSG00000014824,0.1635,40,0.7864822430036951,-0.06681385493575813
ENSG00000014914,0.01644,23,1.7840981867959684,2.126130537365485
ENSG00000014919,0.01821,22,1.73969005420508,2.2167835288300095
ENSG00000015133,0.01282,47,1.8921119748172013,0.6963133356281721
ENSG00000015153,0.03384,38,1.470569645633014,0.6952632159813649
ENSG00000015171,0.0947,18,1.0236500209967265,1.8825462881074406
ENSG00000015413,0.02779,65,1.5561114532226281,0.13510086041595623
ENSG00000015475,0.08677,47,1.0616304025481937,0.04652497784098221
ENSG00000015479,8.368e-4,36,3.077378328476801,1.875258587168832
ENSG00000015520,0.02232,32,1.6513058097344588,1.1641915718364295
ENSG00000015532,0.01336,65,1.8741935418604732,0.3359140836422371
ENSG00000015568,0.6655,5,0.17685194018930608,2.157038079972755
ENSG00000015592,0.008407,39,2.075358952582837,1.1057935774710719
ENSG00000015676,0.01226,35,1.9115095298176037,1.191661093214795
ENSG00000016082,0.07707,24,1.1131146410139914,1.246690014039269
ENSG00000016391,0.01249,31,1.9034375616258645,1.4425365486602306
ENSG00000016402,0.1345,55,0.8712777156615732,-0.29237439699875667
ENSG00000016490,0.01858,39,1.7309542903423771,0.8606595282073501
ENSG00000016602,0.01766,34,1.7530093007584502,1.1260084935802344
ENSG00000016864,0.0818,27,1.087246696328677,0.9464212248284408
ENSG00000017260,0.01639,41,1.785421046429501,0.8204059296844735
ENSG00000017373,0.05472,84,1.2618539112879401,-0.24159454650319273
ENSG00000017427,0.03832,22,1.4165744995934932,1.8538951545920184
ENSG00000017797,0.001665,58,2.7785857621576615,0.929286708730889
ENSG00000018189,0.1104,40,0.9570309266068199,0.1315201633161012
ENSG00000018236,0.01145,40,1.941194513324093,0.9705860203503439
ENSG00000018280,0.006813,27,2.1666616110606025,2.0038805677848686
ENSG00000018408,0.01464,58,1.834458923277627,0.4169504636933277
ENSG00000018510,0.02192,31,1.6591594501876685,1.2381118371587903
ENSG00000018607,0.09446,14,1.0247520587593189,2.6462326683046036
ENSG00000018625,0.1021,31,0.9909742579130898,0.5597593281327806
ENSG00000018699,0.07106,35,1.1483747968466909,0.52833738283641
ENSG00000018869,0.006532,41,2.1849538239353694,1.091089490480938
ENSG00000019102,0.0195,26,1.709965388637482,1.7057653068980723
ENSG00000019144,0.04176,40,1.3792395100057944,0.5384332032419935
ENSG00000019169,0.06232,54,1.205372555335492,0.03439186513418714
ENSG00000019186,1.23e-4,65,3.910094888560602,1.2760612023768332
ENSG00000019485,0.05427,64,1.2654401784205238,-0.06195108776660712
ENSG00000019505,0.02532,44,1.5965362986546825,0.5777581317700637
ENSG00000019549,0.06508,21,1.1865524557351788,1.6908745297747294
ENSG00000019582,0.01942,48,1.711750774428014,0.5472402548560173
ENSG00000019991,0.01185,41,1.9262816496538773,0.9197852189649562
ENSG00000019995,0.07636,47,1.117134080278371,0.09872578628468465
ENSG00000020129,0.01201,23,1.920456992597094,2.2610664023032614
ENSG00000020181,0.2842,15,0.546375926408549,1.3605452110861458
ENSG00000020219,0.03229,34,1.4909319549828384,0.9052541960310053
ENSG00000020256,0.1872,39,0.7276941555979136,-0.1114326487106103
ENSG00000020426,0.01269,19,1.8965383779052953,2.881480674019677
ENSG00000020577,0.1139,38,0.9434762759208997,0.18490379734905316
ENSG00000020633,0.0924,47,1.0343280287798933,0.02018077151707844
ENSG00000020922,0.07255,37,1.1393625832262453,0.43183154799666384
ENSG00000021300,0.03138,60,1.5033470607490822,0.16643436177000784
ENSG00000021355,0.02558,61,1.592099459857365,0.21287493572443839
ENSG00000021461,0.007622,22,2.1179310555638517,2.5944022667891766
ENSG00000021488,0.04342,52,1.3623101808815987,0.19885187522384853
ENSG00000021574,0.01025,36,1.9892761346082268,1.1938484971429633
ENSG00000021645,0.004953,40,2.305131672017544,1.2097041113322649
ENSG00000021762,0.007311,40,2.136023216095613,1.10173800887287
ENSG00000021776,0.005176,53,2.286005732339356,0.7816936661350983
ENSG00000021826,0.005691,61,2.244811414391675,0.6043689471125572
ENSG00000021852,0.05001,44,1.3009431454523321,0.3406268342197945
ENSG00000022277,7.543e-5,46,4.122455892284056,1.8634730958349826
ENSG00000022355,0.02783,34,1.555486793665957,0.9617367002513643
ENSG00000022556,0.01361,58,1.8661418747966654,0.43659176664753124
ENSG00000022567,0.113,57,0.9469215565165803,-0.24570748732847747
ENSG00000022840,0.02106,47,1.6765416331505323,0.5490655568022368
ENSG00000022976,0.05314,39,1.2745784499257413,0.4828776376331779
ENSG00000023041,0.1392,35,0.8563607647254567,0.1985819754250142
ENSG00000023171,0.0165,34,1.7825160557860937,1.1495477630318534
ENSG00000023191,0.03285,68,1.4834646261042004,0.050753989141757556
ENSG00000023228,0.04811,37,1.317764643097436,0.6033772146778666
ENSG00000023287,0.03814,22,1.4186193112900132,1.8563381281054234
ENSG00000023318,0.007132,35,2.146788665496683,1.3615579031061193
ENSG00000023330,0.1025,24,0.9892761346082269,1.0792457888650648
ENSG00000023445,0.01445,22,1.8401321529074333,2.321379743493861
ENSG00000023516,0.05422,42,1.2658404867555333,0.370683652560908
ENSG00000023572,0.1052,30,0.9779842601822797,0.6030859083328978
ENSG00000023608,0.005474,46,2.261695206925895,0.956906650010659
ENSG00000023697,0.03151,25,1.5015515968260003,1.5992764307606198
ENSG00000023734,0.002663,27,2.574628833561059,2.317514098069393
ENSG00000023839,0.03944,43,1.4040630937308263,0.4574691622809494
ENSG00000023892,0.01884,47,1.7249191015431415,0.583115075753418
ENSG00000023902,0.002427,31,2.614930223668065,1.960091559398875
ENSG00000023909,0.04323,41,1.3642147644663483,0.4898446535211
ENSG00000024048,0.03812,37,1.4188471080337113,0.694054958583054
